Target sentence,Prediced sentence,Word error rate,Character error rate
18 Tháng 7: Fabio Casartelli,18 Tháng 7: Fabio Casartelli,0.0,0.0
cả với ấn độ,cả với ấn độ,0.0,0.0
1887 – CONRAD NICHOLSON HILTON,1887  CONRAD NICHOLSON HILTON,0.20000000298023224,0.03333333507180214
1928 – Hendrik Lorentz,1928  Hendrik Lorentz,0.25,0.04545454680919647
1876 – Adolf Otto Reinhold Windaus,1876  Adolf Otto Reinhold Windaus,0.1666666716337204,0.029411764815449715
bắt nguồn từ tên một vị vua là byzas,bắt nguồn từ tên một vị vua là byzas,0.0,0.0
CẦU TRƯỜNG YÊN,CẦUH TRƯỜNG YÊN,0.3333333432674408,0.0714285746216774
chính khách và tướng lĩnh Việt Nam,chính khách và tựọng lĩnh Viết Nam,0.2857142984867096,0.0882352963089943
1929 - bertram fields,1929 - bertram fields,0.0,0.0
cấu trúc virus của loài này rất đơn giản,cấu trúc virus của loài này rất đơn giản,0.0,0.0
1875 – Nguyễn Hữu Huân,1875  Nguyễn Hữu Huân,0.20000000298023224,0.04545454680919647
chính khách việt nam,chính khách việt nam,0.0,0.0
8 co gio manh,8 co gio manh,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT NĂM CỦA FIFA: 1 (1991),CẦU THỦ XUẤT SẮC NHẤT NĂM CỦA FIFA: 1 (1991),0.0,0.0
cầu vồng nghệ thuật,cầu vồng nghệ thuật,0.0,0.0
1926 - Norm Van Brocklin,1926 - Norm Van Brocklin,0.0,0.0
Cầu Thủ Xuất Sắc Nhất: Không Trao Thưởng,Cầu Thủ Xuất Sắc Nhất: Không Trao Thường,0.125,0.02500000037252903
1894 – Chiến tranh Thanh-Nhật chính thức bùng nổ giữa Nhà Thanh và Đế quốc Nhật Bản vì những mâu thuẫn tại Triều Tiên,1894  Chiến tranh Thanh-Nhật chính thức bùng nổ giữa Nhà Thanh và Đế quốc Nhật Bản vì những mâu thuẫn tại Triều Tiên,0.0416666679084301,0.008547008968889713
8 CADS-N-1 Kashtan CIWS,8 CADB-NI Xashian CNG,0.75,0.3478260934352875
cây cao su được đầu tư trồng mới gần 7000 ha,cây cao su được đầu tư trồng mới gần 7000 ha,0.0,0.0
8 bang khac duoc phan chia thang thanh cac huyen va do thi doc lap,1 bang khac duoc phan chia thang thanh cac huyen va do thi doc lap,0.06666667014360428,0.01515151560306549
18 Tháng 4: Maxim Podoprigora,18 Tháng 4: Maxim Podoprigora,0.0,0.0
Cau thu tre xuat sac nhat cua FIFA,Cau thu tre xuat sac nhat cua FIFA,0.0,0.0
Câu Trả Lời Của Họ Là Học Tập,Câu Trả Lời Của Họ Là Học Tập,0.0,0.0
cấu trúc thịt cũng như hương vị thịt...Để giải quyết vấn đề này,cấu trúc thịt cũng như hương vị thịt..Để giải quyết vấn đề này,0.07692307978868484,0.01587301678955555
2 THÁNG 7: QUỐC HỘI VIỆT NAM NHẤT TRÍ LẤY TÊN NƯỚC LÀ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM,18 THÁNG 7: QUỐC HỘI VIỆT NAM NHẤT TRÍ LẦY TÊN NƯỚC LÀ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM,0.095238097012043,0.034090910106897354
CẦU THỦ XUẤT SẮC NHẤT NAM MỸ TRÊN TRANG CHỦ CỦA RSSSF,CẦU THÚ XUẤT SẮC NHẤT NAM MỸ TRÊN TRANG CHỦ CỦA RSSSF,0.0833333358168602,0.01886792480945587
1907 – Dmitri Mendeleev,1907  Dmitri Mendeleev,0.25,0.043478261679410934
Andrew'S Day),Andrew'S Day),0.0,0.0
cầu tự nhiên dài nhất về phía đông của sông mississippi,cầu tự nhiên dài nhất về phía đông của sông mississippi,0.0,0.0
1910 - Nguyen Duy Trinh,1910 - Nguyen Duy Trinh,0.0,0.0
Cầu thủ xuất sắc nhất World Cup 2006 (FIFA Golden Ball Award),Cầu thủ xuất sắc nhất World Cup 2006 (FIFA Golden Ball Award),0.0,0.0
1929 – công ước warszawa được ký kết,1929  công ước warszawa được ký kết,0.125,0.02777777798473835
Andrew Stanton,Andrew Stanton,0.0,0.0
1912 — Nagao Ariga,1912  Nagao Ariga,0.25,0.0555555559694767
Andrew Serrano duoc gui toi chau Au vao nam 1705,Andrew Serrano duoc gui toi chau Au vao nam 1705,0.0,0.0
and Richard Newman,and Richard Newman,0.0,0.0
8 cường quốc tham chiến quan trọng nhất được liệt kê sau đây:,B cường quốc tham chiến quan trọng nhất được liệt kê sau đây:,0.07692307978868484,0.016393441706895828
1928: L'Arche de Noe (Noah's Ark) de Michael Curtiz (non credite),1928: L'Arche de Noe (Noah's Ark) de Michael Curtiz (non credite),0.0,0.0
1875 – Ludwig Prandtl,1875  Ludwig Prandtl,0.25,0.0476190485060215
ca va hai san rat phong phu tai bo bien,ca va hai san rat phong phu tai bo bien,0.0,0.0
cau truc hop am va gan nhu toan bo loi ca,cau truc hop am va gan nhu toan bo loi ca,0.0,0.0
1907,1907,0.0,0.0
1095 – Giao hoang Urbano II tuyen bo Cuoc thap tu chinh thu nhat tai Hoi dong Clermont,1095  Giao hoang Urbano II tuyen bo Cuoc thap tu chinh thu nhat tai Hoi dong Clermont,0.0555555559694767,0.011627906933426857
1922 - NGUYỄN TƯ NGHIÊM,1922 - NGUYỄN TƯ NGHIÊM,0.0,0.0
ca Viet Nam,ca Viet Nam,0.0,0.0
1918-1944: Chiến Tranh Thế Giới Thứ Hai Và Sự Thành Lập Nước Cộng Hòa,1918-1944: Chiến Tranh Thế Giới Thứ Hai Và Sự Thành Lập Nước Cộng Hòa,0.0,0.0
cấu trúc tầng thứ,cấu trúc tầng thứ,0.0,0.0
cả wb và imf đều có trụ sở tại washington dc,cả wb và imf đều có trụ sở tại washington dc,0.0,0.0
cầu thủ xuất sắc nhất bên phía Barca thời bấy giờ do khi ấy tại Tây Ban Nha,cầu thủ xuất sắc nhất bên phía Barca thời bấy giờ do khi ấy tại Tây Ban Nha,0.0,0.0
1922 hay Acalypha evrardii Gagnep.,1922 hay Acalypha evrardii Gagnep.,0.0,0.0
19 Tháng 9 - Giáo Sư Vũ Khiêu,19 Tháng 9 - Giáo Sư Vũ Khiêu,0.0,0.0
1918 - 1921: do bị tác động của chiến tranh thế giới thứ I nên FIFA đã không có chủ tịch;,1918 - 1921: do bị tác động của chiến tranh thế giới thứ I nên FIFA đã không có chủ tịch,0.0476190485060215,0.01123595517128706
1/8 sẽ có nốt do 3,1/8 sẽ có nốt do 3,0.0,0.0
1915) và Cái mũi (Hana,1915) và Cái mũi (Hana,0.0,0.0
1896 – HARRIET BEECHER STOWE,1896  HARRIET BEECHER STOWE,0.20000000298023224,0.0357142873108387
01 tháng 10: Erica Ellyson,01 tháng 10: Erica Ellyson,0.0,0.0
Andrew P,Andrew P,0.0,0.0
1879 - 1887,1879 - 1887,0.0,0.0
1878 – Giao hoang Pio IX (s,1878  Giao hoang Pio IX (s,0.1428571492433548,0.03703703731298447
1919–26,191926,1.0,0.1428571492433548
1896) Là Một Cuốn Tiểu Sử (Biography) Dựa Vào Các Tài Liệu Lịch Sử,1896) Là Một Cuốn Tiểu Sử (Biography) Dựa Vào Các Tài Liệu Lịch Sử,0.0,0.0
bát nhang cho các linh hồn đã khuất,bát nhang cho các linh hồn đã khuất,0.0,0.0
8 đại bác,8 đại bác,0.0,0.0
1927) - Prime Minister Of Thailand,1927) - Prime Minister Of Thailand,0.0,0.0
1903 – reg pollard,1903  reg pollard,0.25,0.0555555559694767
Cau truc phan cap va ban chat luon thay doi cua bach khoa thu dac biet thich hop khi luu tru tren dia may tinh hoac truc tuyen,Cau tu phan cap va ban chat luon thay doi cua bach khoa thu dac biet thich hop khiluutru trenda may tinh hoac tru uyen,0.2857142984867096,0.0634920671582222
Cấu trúc và đời sống chính trị,Cấu trúc và đời sống chính trị,0.0,0.0
1911 - Alfonso García Robles,1911 - Alfonso García Robles,0.0,0.0
Andrew Lang,Andrew Lang,0.0,0.0
1929 (Presumably Less Than 10 Species) (Syn:Margaritaninae,1929 (Presumably Less Than 10 Species) (Syn:Margaritaninae,0.0,0.0
Cầu thủ vi phạm bất kỳ lỗi việt vị nào,Cầu thủ vi phạm bất kỳ lỗi việt vị nào,0.0,0.0
18 tháng 2: balthus,18 tháng 2: balthus,0.0,0.0
Cấu Trúc Công Nghiệp Của Hà Lan Có Liên Quan Mật Thiết Đối Với Các Nguồn Năng Lượng,Cấu Tiúc Công TNghiệp Của Hà Lan Có Liên Quan Mật Thiết Đối Với Các HNguồn Tăng Lượng,0.2222222238779068,0.048192769289016724
1888 - alidius warmoldus lambertus tjarda van starkenborgh stachouwer,1888 - alidius warmoldus lambertus tjarda van starkenborgh stachouwer,0.0,0.0
Cả Về Mặt Tích Cực Lẫn Tiêu Cực,Cả Về Mặt Tích Cực Lẫn Tiêu Cực,0.0,0.0
cau truc gia dinh rong mo,cau truc gia dinh rong mo,0.0,0.0
19 Thành Phố Ở Tỉnh Nagano:,19 Thành Phố Ở Tỉnh Nagano:,0.0,0.0
Cau truc thuong dung nhat la chia thanh 2 nhom,Cau truc thuong dung nhat la chia thanh 2 nhom,0.0,0.0
1914 – Phim Kid Auto Races at Venice được phát hành,1914  Phim Kid Auto Races at Venice được phát hành,0.09090909361839294,0.019607843831181526
2 THÁNG 6 NĂM 1920FRANCIS SCOTT KEY FITZGERALD (24 THÁNG 9 NĂM 1896 - 21 THÁNG 12 NĂM 1940) LÀ MỘT NHÀ VĂN MỸ,1 THÁNG 6 NĂM 19OFRANCS SCOT KEY FITZGERALD 2 THÁNG 0 NĂM10 - 81 THÁNG 12 NĂM 194O1 LÀ MỘT NHÀ VĂN MỸ,0.375,0.1376146823167801
1- Ban Chỉ đạo chịu sự chỉ đạo trực tiếp của Bộ Chính trị,1- Ban Chỉ đạo chịu sự chỉ đạo trực tiếp của Bộ Chính trị,0.0,0.0
cấu trúc răng thuộc về nhóm sundadont (răng sunda),cấu trúc răng thuộc về nhóm sundadont (răng sunda),0.0,0.0
Cấu Trúc Này Chứa 2 Nguyên Tử Trong Một Ô Nguyên Tố,Cấu Trúc Này Chứa 2 Nguyên Tử Trong Một Ô Nguyên Tố,0.0,0.0
1912 Phan Boi Chau,1912 Phan Boi Chau,0.0,0.0
8 gio sang 30 thang 4,8 gio sang 30 thang 4,0.0,0.0
18 tháng 11: Alois Hába,18 tháng 11: Alois Hába,0.0,0.0
“cavalier king charles spaniels”,"""cavalier king charles spaniels",0.5,0.0625
^1 : ban đầu,1: ban đầu,0.5,0.1666666716337204
CÂY CÀ PHÊ,CÂY CÀ PHÊ,0.0,0.0
2 tháng 6 - Zeppelin bay lần đầu tiên,2 tháng 6 - Zeppelin bay lần đầu tiên,0.0,0.0
1878 – Umberto I Trở Thành Quốc Vương Của Ý,1878  Umberto I Trở Thành Quốc Vương Của Ý,0.10000000149011612,0.023255813866853714
cây ăn bọ),cây ăn bọ),0.0,0.0
(1922/1961),(1922/1961),0.0,0.0
cấu trúc này sau đó được phản ánh trong cấu trúc của Hội Quốc Liên,cấu trúc này sau đó được phản ánh trong cấu trúc của Hội Quốc Liên,0.0,0.0
cấu trúc liên bang của canada phân chia các trách nhiệm của chính phủ giữa chính phủ liên bang và 10 tỉnh,cấu trúc liên bang của canada phân chia các trách nhiệm của chính phủ giữa chính phủ liên bang và 10 tỉnh,0.0,0.0
cầu thủ thường dùng chân để thực hiện các động tác kỹ thuật như rê bóng,CÂU THỦ THƯỜNG DÙNG CHÂN ĐỂ THỰC HIỆN CÁC ĐỘNG TÁC KỲ THUẬT NHƯ RÊ BÓNG,1.0,0.7887324094772339
1888 Vua Hàm Nghi Bị Bắt Đi Lưu Đày,1888 Vua Hàm Nghi Bị Bắt Đi Lưu Đày,0.0,0.0
Cầu thủ thực hiện đá phạt trực tiếp cũng có thể sút bóng ngay khi trọng tài cho phép nếu không có cầu thủ nào của đối phương đứng trong phạm vi 3m kể từ điểm đá phạt,Cá h t c cng c h gn h tn h h h hng c h c hn ng ng n nđ h,1.0,0.6848484873771667
1907 – GIOSUÈ CARDUCCI,1907  GIOSUÈ CARDUCCI,0.25,0.04545454680919647
1889–90,188990,1.0,0.1428571492433548
cây cao su (từ nam mỹ) được quy hoạch và phát triển,cây cao su (từ nam mỹ) được quy hoạch và phát triển,0.0,0.0
"""Cavalier (Bao hoang) va """"Roundhead"""" (Cong hoa)""","""Cavalier (Bao hoang) va """"Roundhead"""" (Cong hoa)""",0.0,0.0
CẤU TRÚC XOẮN ỐC,CẤU TRÚC XOẮN ỐC,0.0,0.0
1915 - VIỆT NAM QUANG PHỤC HỘI TẬP KÍCH ĐỒN TÀ LÙNG CỦA CHÍNH QUYỀN THỰC DÂN PHÁP Ở GẦN BIÊN GIỚI VIỆT-HOA,1915 - VIỆT NAM QUANG PHỤC HỘI TẬP KÍCH ĐỒN TÀ LÙNG CỦA CHÍNH QUYỀN THỰC DÂN PHÁP Ở GẦN BIÊN GIỚI VIỆT-HOA,0.0,0.0
2 Tháng 5: Hideto Matsumoto,2 Tháng 5: Hideto Matsumoto,0.0,0.0
CẤU TRÚC MA TRẬN IFE,CẤU TRÚC MA TRẬN IFE,0.0,0.0
bắt nguồn từ sơn la và hợp lưu với sông thao ở vùng giáp ranh tam nông và cẩm khê),bắt nguồn từ sơn la và hợp lưu với sông thao ở vùng giáp ranh tam nông và cẩm khê),0.0,0.0
cây cao từ 31 đến 60 cm là loại bonsai trung bình,cây cao từ 31 đến 60 cm là loại bonsai trung bình,0.0,0.0
1917 – Heinrich Böll,1917  Heinrich Bll,0.5,0.10000000149011612
1924 VÀ 1928,1924 VÀ 1928,0.0,0.0
cấu trúc windows 9x,cấu trúc windows 9x,0.0,0.0
Cả Về Pháp Lý Lẫn Kỹ Thuật,Cả Về Pháp Lý Lẫn Kỹ Thuật,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT GIẢI VÔ ĐỊCH BÓNG ĐÁ U21 VIỆT NAM 2005,CÂU THỦ XUẤT SẮC NHẤT GIẢI VÕ ĐỊCH BỐNG ĐÁ U21 VIỆT NAM 2005,0.2142857164144516,0.05000000074505806
ca xa hoi Mien Bac hoat dong vi mot muc tieu chung: lam hau can cho chien truong o Mien Nam,ca xa hoi Mien Bac hoat dong vi mot muc tieu chung: lam hau can cho chien truong o Mien Nam,0.0,0.0
Cau truc to thanh,Cau truc to thanh,0.0,0.0
cầu thủ và huấn luyện viên bóng đá người Anh,cầu thủ và huấn luyện viên bóng đá người Anh,0.0,0.0
1890 – KARL VON PRITTWITZ UND GAFFRON,1890  KARL VON PRITTWITZ UND GAFFRON,0.1428571492433548,0.027027027681469917
Cây Cầu Duy Nhất Không Bị Tàn Phá Là Cầu Hữu Nghị Trung – Triều Nối Liền Hai Thành Phố Tân Nghĩa Châu Và Đan Đông,Cây Cấu Duy Nhất Không Bị Tàn Phả Là Cấu Hữu Nghị Trung  Triểu Nôi Liền Hai Thành Phố Tân Nghĩa Châu Và Đan Đông,0.23076923191547394,0.05309734493494034
1878 - Jack Johnson,1878 - Jack Johnson,0.0,0.0
cay canh hoac do my nghe,cay canh hoac do my nghe,0.0,0.0
8 GB BỘ NHỚ TRONG - KHÔNG HỖ TRỢ LTE - KHÔNG HỖ TRỢ ĐA SIM,18 GB BỘ NHỚ TRONG - KHÔNG HỒ TRỢ LTE - KHÔNG HỐ TRỢ ĐA SIM,0.1875,0.0517241396009922
ANDREW JACKSON ON THE WEB,ANDREW JACKSON ON THE WEB,0.0,0.0
1910 - Carl Reinecke,1910 - Carl Reinecke,0.0,0.0
8 danh hiệu của nadal là trên mặt sân đất nện,8 danh hiệu của nadal là trên mặt sân đất nện,0.0,0.0
CẤU TRÚC CỦA HỆ THỐNG DÂN QUÂN THỤY SĨ QUY ĐỊNH RẰNG CÁC BINH SĨ GIỮ THIẾT BỊ MÀ QUÂN ĐỘI PHÁT CHO TẠI NHÀ,CẤU TRỨC CỦA HỆ THỐNG DÂN QUÂN THỤY SĨ QUY ĐỊNH RẰNG CÁC BINH SĨGIỨ THIẾT BỊ MÀ QUÂN ĐỘI PHÁT CHO TẠI NHÀ,0.11999999731779099,0.028301887214183807
1923 - Văn Cao,1923 - Văn Cao,0.0,0.0
Android Có Một Hạt Nhân Dựa Trên Nhân Linux Phiên Bản 2.6,Android Có Một Hạt Nhân Dựa Trên Nhân Linux Phiên Bắn 2.6,0.0833333358168602,0.017543859779834747
1903 – Herbert Spencer,1903  Herbert Spencer,0.25,0.04545454680919647
Cavendish tình cờ tìm ra nó khi thực hiện các thí nghiệm với thủy ngân và các axit,Cavendish tình cờ tìm ra nó khi thực hiện các thí nghiệm với thủy ngân và các axit,0.0,0.0
18 tháng 9: Luis Concha Córdoba,18 tháng 9: Luis Concha Córdoba,0.0,0.0
2 (Tháng 5 Năm 1964): 199-204]”,"2 (Tháng 5 Năm 1964): 199-204]""",0.1666666716337204,0.032258063554763794
1875 Thì Ngân Hàng Đông Dương Cho Lưu Hành Những Tờ Giấy Bạc Đầu Tiên Với Ba Mệnh Giá: $5,1875 Thì Ngân Hàng Đông Dương Cho Lưu Hành Những Tờ Giấy Bạc Đầu Tiên Với Ba Mệnh Giá: 5,0.05000000074505806,0.01123595517128706
cấu trúc của chính phủ liên bang hoa kỳ có thể khiến cho vị thế thành viên của quốc gia này trở nên mơ hồ,cu trúc của chính phu liên bang hoa kỳ có thể khiến cho vị thể thành viên của quốc gia này trở nên mơ hồ,0.11999999731779099,0.02857142873108387
and Rockwell scalesDo dan nhiet la mot dai luong vat ly dac trung cho kha nang dan nhiet cua vat lieu,and Rockwel scalesDo dan nhiet la mot dai luong vat ly dac trung cho kha nang dan nhiet cua vat lieu,0.0476190485060215,0.009900989942252636
1916 - Bill Edrich,1916 - Bill Edrich,0.0,0.0
2 thang 7: Joe Thornton,2 thang 7: Joe Thornton,0.0,0.0
1875 - Kỳ Đồng Một Người Việt Xuất Chúng,1875 - Kỳ Đồng Một Người Việt Xuất Chúng,0.0,0.0
1876 - Marie D'Agoult,1876 - Marie D'Agoult,0.0,0.0
cây cảnh và nhiều người dân ở xung quanh đã sắp xếp những luống hoa thâu đêm để giúp phố hoa trở nên đẹp và có nhiều màu sắc hơn,cây cảnh và niề người đânở xung quanh đã sắp ếp những hống hoa thâu đêm để giúp phổ hoa trở nên đẹp và có nhiều màu sắc hơn,0.20000000298023224,0.0625
cầu thủ xuất sắc nhất năm của đội,cầu thủ xuất sắc nhất năm của đội,0.0,0.0
Cấu trúc và đặc điểm,Cấu trúc và đặc điểm,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT GIẢI,CẦU THÚ XUẤT SẮC NHẤT GIẢI,0.1666666716337204,0.03846153989434242
Cấu trúc mật độ phản ánh số cây trên một đơn vị diện tích,Cấu trúc mật độ phản ánh số cây trên một đơn vị điện tích,0.0714285746216774,0.017543859779834747
1922 - Ray Goulding,1922 - Ray Goulding,0.0,0.0
"""cấu trúc mới về gia đình học của ông (NFSS) xứng đáng được coi là """"tiêu chuẩn vàng"""" trong lĩnh vực này""","""cấu trúc mới về gia đình học của ông (NEFSS) xứng đáng được coi à """"tiêu chuẩn vàng"""" trong lĩnh vực này""",0.09090909361839294,0.01886792480945587
1909 – Mười sáu thiết giáp hạm của Hạm đội Great White trở về đến Hoa Kỳ sau một hành trình vòng quanh thế giới,1909  Mười sáu thiết giáp hạm của Hạm đội Great White trở về đến Hoa Kỳ sau một hành trình vòng quanh thế giới,0.03999999910593033,0.009009009227156639
10 (ngay 1 thang 10 nam 1996): 608–611,10 (ngay 1 thang 10 nam 1996): 608611,0.125,0.02631578966975212
"""1911 – """"Jana Gana Mana""""""","""1911  """"Jana Gana Mana""""""",0.20000000298023224,0.03703703731298447
2 Tháng 6: Vasja Pirc,2 Tháng 6: Vasja Pirc,0.0,0.0
1876 – Muhammad Ali Jinnah,1876  Muhammad Ali Jinnah,0.20000000298023224,0.03846153989434242
Cau thu thi dau tren san bi cam mac,Cau thu thi dau tren san bi cam mac,0.0,0.0
2 Tháng 7: Hoàng Văn Thái,2 Tháng 7: Hoàng Văn Thái,0.0,0.0
Andrew Niccol,Andrew Niccol,0.0,0.0
BẮT NGUỒN TỪ TÌNH HÌNH KINH TẾ QUỐC TẾ,BẮT NGUỒN TỪ TÌNH HÌNH KINH TẾ QUỐC TẾ,0.0,0.0
Andrews University) Websitethống Chế Arthur Wellesley,Andrews University) Websitethống Chế Arthur Wellesley,0.0,0.0
cá và hải sản,cá và hải sản,0.0,0.0
1 bang chuyen hanh ly quoc te),1 bang chuyen hanh ly quoc te),0.0,0.0
ca ve tieu chi tong so luot hanh khach va so chuyen bay,CẢ VỀ TIÊU CHỈ TỔNG SỐ LUỐT HÀNH KHÁCH VÀ SỐ CHUYỀN BAY,1.0,0.7818182110786438
Andrew Tanenbaum,Andre Tanenbaum,0.5,0.0625
1 Âm Quan Thoại Và 2 Âm Hán-Việt Hoặc Nhiều Hơn,1 Âm Quan Thoại Và 2 Âm Hán-Việt Hoạc Nhiu Họn,0.27272728085517883,0.06382978707551956
andrew marvell tại dự án gutenberg by augustine birrell,andrew marvell tại dự án gutenberg by augustine birrell,0.0,0.0
Cấu trúc của vở kịch kabuki được định hình trong thời kỳ này,Cấu trúc của vở kịch kabuki được định hình trong thời kỳ này,0.0,0.0
8 cầu thang,8 cầu thang,0.0,0.0
1916 – Joao Havelange,1916  Joao Havelange,0.25,0.0476190485060215
1879 - Sir William Beveridge,1879 - Sir William Beveridge,0.0,0.0
19 tháng 9 - Philip Sheridan,19 tháng 9 - Philip Sheridan,0.0,0.0
ANDREW LOUTH,ANDREW LOUTH,0.0,0.0
Cấu Trúc Tàu,Cấu Trúc Tàu,0.0,0.0
1 ban,1ban,1.0,0.20000000298023224
Androd (tren 4.0),Androd (tren 4.0),0.0,0.0
1883 – 1953) Là Một Học Giả Danh Tiếng Nhà Giáo Dục,1883  1953) Là Một Học Giả Danh Tiếng Nhà Giáo Dục,0.0833333358168602,0.019607843831181526
Cầu Thủ Trẻ Xuất Sắc Nhất: Vũ Văn Thanh (Hoàng Anh Gia Lai),Cầu Thủ Trẻ Xuất Sắc Nhất: Vũ Văn Thanh (Hoàng Anh Cia Lai),0.07692307978868484,0.016949152573943138
1878 va co loi phe ben tren,1878 va co loi phe ben tren,0.0,0.0
1876 – Colorado tro thanh bang thu 38 cua Hoa Ky,1876  Colorado tro thanh bang thu 38 cua Hoa Ky,0.09090909361839294,0.02083333395421505
CÁ VÀ DA,CÁ VÀ DA,0.0,0.0
cấu trúc xã hội và những ảnh hưởng từ văn hóa xã hội cũng góp phần tạo ra sự thu hút đồng tính,cấu trúc xã hội và những ánh hưởng từ văn hóa xã hội cũng góp phần tạo ra sự thu hút đồng tính,0.043478261679410934,0.010638297535479069
1880 – Vajiravudh,1880  Vajiravudh,0.3333333432674408,0.05882352963089943
1907 - Dao Tan,1907 - Dao Tan,0.0,0.0
Cầu Thủ Tham Dự,Cầu Thủ Tham Dự,0.0,0.0
Andrew Jackson (Spring 2004),Andrew Jackson (Spring 2004),0.0,0.0
2 thang 6: Herbert Quandt,2 thang 6: Herbert Quandt,0.0,0.0
1928 - không tham dự,1928 - không tham dự,0.0,0.0
bat nguon tu phong trao Thanh khiet,bat nguon tu phong trao Thanh khiet,0.0,0.0
(1) Bao hiem tu nguyen: La nhung loai bao hiem ma hop dong duoc ket lap dua hoan toan tren su can nhac va nhan thuc cua nguoi duoc bao hiem,10 a hem tungyen la nhn laiba hiem a o dong duoc ketla dua hoantan te s cn nhc anhan thc canguoi duo bao hiem,0.8064516186714172,0.23021583259105682
1917-1991,1917-1991),1.0,0.1111111119389534
Cấu Trúc Đào Tạo,Cấu Trúc Đào Tạo),0.25,0.0625
Cau Vinh Tuy,Cau Vinh Tuy,0.0,0.0
CẤU TRÚC SÂN BÓNG,CẤU TRÚC SÂN BÓNG,0.0,0.0
18 người chết,18 người chết,0.0,0.0
câu tường thuật đơn giản thường có cấu trúc chủ-tân-động,câu tường thuật đơn gián thường có cấu trúc chủ-tân-động,0.10000000149011612,0.01785714365541935
1892-1920,1892-1920,0.0,0.0
8.9 va 10.1-inch,8.9 va 10.1-inch,0.0,0.0
2 tháng 6:,2 tháng 6:,0.0,0.0
Andrew Salkey,Andrew Salkey,0.0,0.0
18 THÁNG 10: HANS SCHWIPPERT,18 THÁNG 10: HANS SCHWIPPERT,0.0,0.0
Cầu treo Huống,Cầu treo Huống,0.0,0.0
andrews;,ANDREWS,1.0,1.0
8 ĐỘI BÓNG ĐƯỢC CHIA LÀM 2 NHÓM THI ĐẤU VÒNG TRÒN MỘT LƯỢT TRÊN HAI SÂN VẬN ĐỘNG THIÊN TRƯỜNG (NHÓM A) VÀ VINH (NHÓM B),1 ĐỘI BÓNG ĐƯỢC CHIA LÀM 2 NHÓM THI ĐẦU VÒNG TRÒN MỘT LƯỢT TRÊN HAI SẢN VẬN ĐỘNG THIÊN TRƯỜNG (NHÓM A VÀ INH (NHÓM B),0.18518517911434174,0.042016807943582535
CẦU VƯỢT NGÃ TƯ AMATA,CẦU VƯỢT NGÃ TƯ AMATA,0.0,0.0
Cấu trúc phản xạ là điểm khác biệt chủ yếu giữa máy ảnh DSLR và máy ảnh du lịch,Cấu trúc phán xạ là điểm khác biệt chủ yếu giữa máy ánh DSLR và máy ánh du lịch,0.15789473056793213,0.037974681705236435
Cấu Trúc Đơn Nguyên Tử: Cấu Trúc Lập Phương Đơn Nguyên Tử Tồn Tại Khá Nhiều Trong Các Kim Loại (Điển Hình Là Kim Loại Chuyển Tiếp),Cấu Trác Đơn Nguyên Từ Cấu TrcLập Phương Đơn Nguyên Từ Tồn Tại Khá Nhiều Trong Các Kim Lại (Đển Hình Là Kim Loại Cuyể iế),0.3333333432674408,0.0923076942563057
1895 - Dickinson W,1895 - Dickinson W,0.0,0.0
19 và trong điểm 4,19 và trong điểm 4,0.0,0.0
1914 – Huynh Van Nghe,1914  Huynh Van Nghe,0.20000000298023224,0.0476190485060215
18 tháng 5 - albert hammond,18 tháng 5 - albert hammond,0.0,0.0
18 thang 5: Elizabeth Montgomery,18 thang 5: Elizabeth Montgomery,0.0,0.0
"""Cá… Việc Bố Thí (""""Dana"""") Cũng Được Xem Rất Trọng""","""Cá.Việc Bố Thí (""""Dana"""") Cũng Được Xem Rất Trọng""",0.20000000298023224,0.03846153989434242
8 ĐỘI ĐỨNG NHÌ BẢNG SẼ TRANH TÀI TẠI VÒNG 2 (VÒNG PLAY-OFF),1 ĐỘI ĐỨNG NHÌ BẢNG SẼ TRANH TÀI TẠI VÒNG 2 (VÒNG PLAY-OFF),0.07692307978868484,0.016949152573943138
1 album Vàng và 4 album Bạc tại Anh,1 album Vàng và 4 album Bạc tại Anh,0.0,0.0
1875 - Maurice Ravel,1875 - Maurice Ravel,0.0,0.0
1877 - walter little,1877 - walter little,0.0,0.0
ANDRIES ODENDAAL THUỘC THÀNH PHỐ CAPE TOWN LÀ TÁC GIẢ THIẾT KẾ LINH VẬT,ANDRIES ODENDAAL THUỘC THÀNH PHỐ CAPE TOWN LÀ TÁC GIẢ THIẾT KẾ LINH VẬT,0.0,0.0
Cả Về Mặt Thể Xác Lẫn Tinh Thần,Cá Về Mặt Thể Xác Lẫn Tinh Thần,0.125,0.032258063554763794
AND RIFFA,AND RIFFA,0.0,0.0
2 thang 6: Sergio Aguero,2 thang 6: Sergio Aguero,0.0,0.0
1927–1928,19271928,1.0,0.1111111119389534
Cau thu xuat sac nhat Cup bong da chau A,Cau thu xuat sac nhat Cup bong da chau A,0.0,0.0
